# Pathway	E0000355_Abundance	E0000361_Abundance	E0000362_Abundance	E0000369_Abundance	E0000376_Abundance	E0000378_Abundance	E0000382_Abundance	E0000393_Abundance	E0000404_Abundance	E0000410_Abundance	E0000416_Abundance	E0000418_Abundance	E0000419_Abundance	E0000420_Abundance	E0000426_Abundance	E0000428_Abundance	E0000432_Abundance	E0000433_Abundance	E0000435_Abundance	E0000442_Abundance	E0000466_Abundance	E0000467_Abundance	E0000471_Abundance	E0000478_Abundance	E0000480_Abundance	E0000482_Abundance	E0000488_Abundance	E0000490_Abundance	E0000495_Abundance	E0000498_Abundance	E0000501_Abundance	E0000502_Abundance	E0000516_Abundance	E0000520_Abundance	E0000521_Abundance	E0000522_Abundance	E0000527_Abundance	E0000531_Abundance	E0000537_Abundance	E0000539_Abundance	E0000540_Abundance	E0001336_Abundance	E0001340_Abundance	E0001346_Abundance	PV101516_Abundance	PV101570_Abundance	PV101581_Abundance	PV101643_Abundance	PV101656_Abundance	PV101894_Abundance	PV101895_Abundance	PV101929_Abundance	PV101945_Abundance	PV101948_Abundance	PV101962_Abundance	PV102349_Abundance	PV102418_Abundance	PV102462_Abundance	PV102474_Abundance	PV102574_Abundance	PV102580_Abundance	PV19497_Abundance	PV19551_Abundance	PV19565_Abundance	PV19588_Abundance	PV19658_Abundance	PV19708_Abundance	PV19755_Abundance	PV19834_Abundance	PV19855_Abundance	PV19856_Abundance	PV19882_Abundance	PV19936_Abundance	PV19942_Abundance	PV19991_Abundance	PV20005_Abundance	PV20541_Abundance	PV20544_Abundance	PV20615_Abundance	PV21638_Abundance	PV21671_Abundance	PV21690_Abundance	PV21772_Abundance	PV21813_Abundance	PV21876_Abundance	PV23791_Abundance	PV23961_Abundance	PV24015_Abundance	PV49580_Abundance
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0	0	15.7996161249	0	0	137.7650728491	0	0	0	0	0	0	0	2.2992910519	0	36.1071358160	30.9903225173	0	0	0	0	0	0	65.9160526751	10.6619280320	11.5380083727	0	0	0	0	0	2.7978549779	0	943.4352800260	0	11.3346602426	0	0	0	0	0	10.0316159306	0	6.2131901473	0	0	0	0	0	0	5.5589870290	0	0	0	0	0	0.9871668312	0	0	17.9692216524	3.9765706685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3823486076	0	0	0	0	0	0	0	0	0	21.0802867134	2.0609113808	0	0
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3805081086	0	0	0	0	10.2211059737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	204.3566615027	365.6276912927	65.8481728164	0	0	7.3921186715	143.3886179664	0	0	0	0	0	0	0	0	0	0	102.6645827561	0	0	14.6824544487	0	0	7.3915922007	0	104.5013012057	0	0	72.9330776418	164.6311908083	143.0700272934	7.3904960019	8.5850200997	29.4813094342	58.0515589121	0	0	43.8993630851	0	0	7.3923425921	0	0	0	61.6109332767	0	0	0	22.1366961753	13.8412180163	0	0	0	0	0	107.1858566025	0	0	14.7584065750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.3898455336	0	0	14.7731045348	7.3910842952	0	0	0	0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	5133.7851066029	2527.9687496919	858.7201434511	2383.6114344090	3370.8854207298	2305.8921129265	1888.1293071698	14.5063957287	216.3390869161	1253.3156967330	2221.0606141764	2335.1806801953	4208.7304101752	3028.7580526062	1832.6936239264	972.9763809511	137.7869175407	1699.2250439513	1485.7120434314	2743.5930801859	1479.6147303709	1135.4432068903	1634.2766913825	1028.1638582021	2980.1399975257	1821.4995037800	4264.8180556738	222.5747567376	2305.2411086124	576.4775294507	639.9415694171	1678.1423189359	1132.8160834922	2928.6662817353	966.7419594532	2781.2747354678	1130.6597041072	2415.0402308067	555.5853416218	198.3558772983	679.3747266542	1929.5385963437	3666.6791091717	1697.2287468167	523.1824259463	64.1576947511	138.9382097690	153.7679845388	783.3895430784	204.4788367616	2000.0641488555	82.7558205805	1665.7909237264	548.6329967713	67.3042106105	910.1748281387	514.8782841317	1252.9905553528	1660.5688993812	806.7150244279	1351.3968616149	0	2402.4833541493	898.8372965646	1601.6006376131	1023.4312905045	936.2433293617	1837.9606852868	1666.7224212023	235.3862378362	1830.3697368756	2394.0088261831	2427.6938540338	1480.9848016494	495.7762724584	2435.8743819522	142.3248060795	1483.3163836146	263.0595174273	3191.2489442369	868.5227279176	32.6685279784	2214.5492338756	1034.9081857335	1890.2997590080	1479.3618936050	1466.5434503066	1090.8519139132	4720.5043044669
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	373.2450305666	809.2008766239	894.3694947961	379.6688284770	301.7821023804	657.4725437540	942.7923795736	95.0164996532	449.9355877726	320.7065374283	498.1700098773	597.8438976673	721.0370659243	164.4605067967	464.0950055657	234.9595256262	434.4946267418	2144.2768250388	336.7539449697	544.4812373986	861.2571192912	273.4158408553	333.8410339021	628.2883055187	380.5904820703	792.8625262522	6.8328744321	203.5634685923	250.0849845631	126.1536717817	759.9065714645	226.4217189510	809.5069558248	2990.6985807608	334.0151024538	524.4660782043	210.7691635872	622.5156485400	105.3900823049	381.5844970639	1344.8762476155	256.3591673980	231.4311060299	101.0682450734	173.9897865597	157.4214708752	46.6631552041	124.3047260245	113.3787343853	255.3457291886	251.3584460350	863.3166688263	448.2390742753	204.4173336773	42.7093377978	1048.8855110899	338.6031440415	1688.8169447526	36.1730188509	224.1050956736	385.0005436525	27.1877117924	393.9817394461	155.9535631360	142.3376184673	405.2443759244	219.9822485845	628.2699720705	1433.0775821167	327.1192902794	1772.8858084791	1874.6473546481	655.7950194355	816.6497938378	272.2465474391	306.0812891720	132.0315476111	285.3050065137	420.7413169161	3326.5086342163	324.2178504792	83.7495264878	249.9343904992	117.0273814803	2175.7537951457	214.2860187646	283.5920129667	359.5406107910	2917.6074470224
PWY-6527: stachyose degradation	4765.4902350115	3636.0037543979	2908.1591447469	3822.6950909689	3039.3199480236	6097.1427218992	2694.2702504396	2153.8136272700	1272.1540584519	2556.7640191727	3060.7164740941	3466.6453739226	4955.8168141737	5690.0249404346	2542.5039933099	2554.0038873650	980.7148637476	3283.0673009242	2958.8153196920	3644.0016107168	4181.6252896338	2502.9071101449	3145.6470570743	2313.7249912566	2719.3081110164	1312.3114308458	7518.5214181410	1190.5325066777	3677.2525559323	1513.3405926079	2874.6477566130	4045.0850790986	1700.0018088910	2910.3369515030	3293.6279542895	6954.1321296979	1592.7475440954	5763.5252677266	1423.9350060624	3615.4136531750	1941.8758203530	2120.2539009330	2913.6260779637	2144.7869651472	1673.8775553291	1860.7012245007	981.4365339780	620.5759239123	2947.3965372076	556.7743623819	3371.0432512755	3289.9651365703	1455.4216433628	1071.4427352349	716.8059384488	2997.4087618252	2254.5321587350	2317.7584201957	4385.3042752747	1679.8396526625	2695.5977991859	2976.3364184905	1623.2552698190	1181.0874721567	2225.2324835969	1815.0379152880	1747.7632445807	3346.8694134624	1610.8562286294	986.2495358330	3182.1371567062	1836.8098431170	3080.6684928849	2324.3384537018	1554.9217245817	3473.6780350207	756.8314299731	4032.1239967485	1940.7972774827	3010.8226573400	2373.2780963896	638.3412476264	2699.3655465006	2338.5594092495	2170.1755995570	3328.9851651696	1870.8477532978	2672.3493143707	2663.1381190094
PWY-6531: mannitol cycle	197.4993985250	238.1394829528	614.6330857897	170.1432529433	109.5967763050	651.7496453738	130.2631355028	0	329.3684498195	567.8807950935	148.5609138592	249.7319652163	845.2944753115	734.8196335249	515.6000695743	165.0631218813	102.3559639221	121.6970799029	95.5310841936	228.7926309406	255.7542175501	477.9700564234	212.5536633715	275.2148134668	260.5309301081	126.7016711140	130.3255656928	363.3442451233	466.1009725169	38.6251042594	363.2706878350	319.8895222012	541.8243174123	1460.3952792026	202.7414967577	247.9821652097	141.9527060240	227.2598089182	33.1533516142	208.7754513923	618.3557483382	157.4179286938	408.1394463194	80.4110855245	495.6511768130	124.5992431059	700.7604961577	31.3490986115	270.0285244032	122.4496603423	26.8598954753	326.4777167950	260.7387062186	153.9339713009	97.9537647409	162.5490794158	363.1455391653	169.2811396937	674.7911561362	42.1441113551	293.2596091118	58.2821989798	233.0272225982	217.2157303676	47.6146854861	587.0846192456	116.8337326351	11.7773047157	67.0051930018	514.1016932856	1095.3441799852	53.2634264034	72.9232875125	335.1402332130	68.4369772228	816.9217121693	34.6138019234	1575.1715331372	216.6656720604	26.9917319231	27.2769737122	56.3328688607	296.3848451996	756.9848643190	764.7879447729	86.3069305218	80.9148063875	640.4276935119	52.1321841455
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	3680.2323940805	2101.5826293975	3408.8078293838	1784.6999180354	2702.0491470910	3634.3669200720	2257.5342085036	597.0341464632	537.2823552551	1856.6348701013	1352.2171706836	2508.1446218380	3283.8829787476	3112.2531915192	1549.3581225363	1852.0845897697	1156.6740897112	3589.6425475397	2557.8529914181	2406.9153388721	2267.7838312118	1579.1450162826	1751.2863849390	2515.7097090999	2109.9933531681	1608.9622895432	5048.9038662486	397.7338069445	2647.2513566040	1603.4783296595	889.2664604889	1288.6854943084	1437.2103947092	2967.0881531140	2892.8068680680	3418.6058263111	1649.4347791329	2985.8667594747	1104.0121073375	1678.3886547991	2030.2308717052	2151.1611794905	2655.4249850829	1196.3593149070	2286.9700544819	2256.4824279095	2129.3115285899	913.5146015941	2320.7225451938	841.2873925781	2208.4979458883	2622.8784551610	2043.5143968512	1610.3081464834	1317.4855487936	2794.1850788220	2140.6180888804	1839.8899585328	3325.0330372705	1511.7548192363	3611.2683907376	1880.3574367624	1861.2557876345	1180.1947928858	2536.3874251175	1953.0045702265	1716.3240754875	1768.4170632387	1193.7768135265	1751.5218325503	2770.3889007708	2255.2889766613	2285.3234832090	2091.2427027168	1374.1155141952	2929.5793579512	701.1482059093	2986.5027961222	1021.8925410787	3820.7921735989	1200.7188418601	455.2851934540	2527.3891742307	1546.3741985760	2440.6435970778	2703.4102416600	1646.9397718041	2560.4012408236	2819.4224602589
PWY-6549: L-glutamine biosynthesis III	5.5062149065	6.6018758564	3.9969524432	4.4034277923	6.1311832241	4.4223685001	0	0	0	0	10.9529870839	0	0	0	0	0	0	0	0	0	0	0	0	41.3862669319	0	27.3306659914	0	0	16.6847427822	0	0	0	0	0	2.1966051227	0	0	11.8941300451	0	0	0	0	4.3899480432	0	3.9779867561	0	0	0	8.7684810372	0	0	0	0	0	0	31.4448344804	6.0258002455	12.0916695590	0	3.1070385623	5.5779660918	0	0	0	30.4472609486	0	0	46.6308976182	0	0	0	0	0	0	5.5003088971	0	0	0	0	0	11.3518513295	0	25.0179663269	0	0	0	4.0489763334	0	0
PWY-6562: norspermidine biosynthesis	0	0	0	0	0	0	3.4315130261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.8996818039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2998755674	0	0	0	1.8554164883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6588: pyruvate fermentation to acetone	81.8154676824	248.2041567838	105.9300419459	105.5917733740	224.1869720321	584.1248864517	27.1240069236	179.8635303161	452.9044706753	243.5884724443	146.6805245597	46.7896937581	452.6662398085	11.3242383920	75.7905775639	865.1114702318	0	59.9341149229	144.0419628577	35.2308576402	178.7103288172	79.4634621980	141.0644651906	36.1976816978	151.2969471408	6.0771926854	162.2638714819	136.6281528362	605.4108630870	24.3476855139	140.5214919248	116.4382763248	0	1137.0197982167	841.9035307717	1641.7512547265	205.1920525319	349.6187948049	174.1270257445	298.5862854274	0	124.0141909105	141.3724787145	72.6715840799	147.8664183797	440.9754736472	88.9531839178	84.1799612036	257.1932437899	14.7537223620	491.7642165314	99.8864395748	23.5040728083	40.6241623905	20.3615254305	1208.4639041900	73.7665624664	681.1993760396	84.6377873401	135.0774679502	421.1950519708	200.8588970881	0	97.6613319337	190.1406851960	45.5511820711	63.1329333026	729.1788965617	321.0269669411	129.8130337702	1084.7093041361	0	3.8732518393	185.4456372666	208.9073414002	0	356.5735361301	309.1345986206	47.0791491019	327.9567149150	103.2576959252	23.9635479455	199.3081100357	47.3166661169	584.8046305938	177.6825430327	97.3288625589	0	143.6341876630
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	0	103.0651303391	67.8713560391	158.6405212380	151.5125226508	11.6422911925	542.9145230396	4.3775453888	75.2324933774	291.9604579475	175.6658984641	96.8592878230	5.7459157410	4.2988660577	266.1629787925	5.8986859533	0	5.8635489223	168.9993195758	0	8.6632175960	10.0779078783	220.7515040405	103.3713968454	258.1067155350	13.2995323548	0	90.5005820966	223.2728804761	46.5142179769	11.5164109289	239.9061926490	0	81.0770791450	0	57.7032497798	142.0054760299	184.8080996543	73.3677532311	50.9094983247	0	113.5303422555	195.6587610641	35.3559056898	104.8934777646	141.8671405186	8.3160674516	32.7237246150	11.7368381428	106.7952638809	173.0075455758	53.8117853764	54.1934682089	140.0412585601	0	314.5007249450	0	212.7853797746	0	21.8391447498	0	0	0	126.7050037720	23.3070325367	205.2955148508	81.2171286109	489.2891884722	274.3337740481	131.2390003972	51.1416200157	0	19.8382209904	336.1418417905	213.0996344708	0	0	43.9869835836	104.1724216214	5.8752593733	68.0418199974	0	190.3363145167	99.9454435049	159.9812579178	93.2351169583	145.2007406730	0	99.9298144377
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	21.6699310720	53.1394050165	0	152.5982870229	41.1909897192	260.8665641137	72.7369413754	31.0980282925	61.0677956297	28.8818052783	17.6217846602	158.8518261997	0	0	223.6523252026	86.8443388645	95.7948425070	99.2483744297	58.8837431380	28.4881433967	118.5282067085	153.7811417639	109.2529197754	279.7284485195	300.3418797643	68.9111440258	16.7663413989	85.4635226804	195.5517377973	38.1081956758	49.9603976627	228.8883495903	165.5822432712	126.8663697950	11.8685834412	123.0613418521	318.3060842441	141.6832386239	67.1757854811	30.9763181494	0	278.4338504239	54.9619004814	7.9789724591	251.3782140083	14.7058901708	96.5913050733	39.2996713921	23.5231953883	63.0380505120	186.4512610694	125.6278936894	406.2883917467	225.3578395189	0	786.4779408680	0	60.9475056468	0	35.7184732767	8.8080520734	0	181.4419113112	99.2533625877	48.5951967479	202.6570296868	2.8252487809	159.2981810482	281.4026632900	127.3298883944	25.7730906713	560.6332177161	0	106.3550444877	303.8751015379	491.4436059548	5.6941312777	0	0	13.7012741548	73.5327878658	0	148.2368178049	133.8754932575	1053.5287865440	50.0582856202	149.9064588140	118.4679118687	62.6464826091
PWY-6596: adenosine nucleotides degradation I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5905390462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6598: sciadonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1080031080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	38.8949078713	79.2562518029	1139.0727367367	294.5824911493	89.2660308151	302.0687589603	125.0065078321	33.5380615231	114.3708409497	274.4061377473	486.5365126139	183.0678909929	291.5504882424	161.9079303605	241.5558603590	200.8416096511	105.8947053323	769.9267759033	357.9222895627	50.2785202444	464.0788696392	491.2306348912	286.5495059817	302.7011557597	332.0124336500	364.8694988457	31.5389336595	80.9037640288	311.6404534071	42.5627343022	61.7500738169	256.1544240013	191.2385378700	151.4788770017	672.3198396839	141.5729059520	337.8776229357	264.6150622841	167.5017356673	60.2637928131	92.5452879923	274.3205135534	244.2380837859	31.2909066586	330.2647744202	36.5441821923	81.2006038808	109.7269276319	646.6176504490	71.1430098088	274.3222605210	962.3412622886	350.8445804546	340.8394868885	73.8455150335	665.0872476183	221.8000693238	244.8888192638	37.5075489079	274.4995089255	179.6902573363	164.8367599146	276.3777366526	92.9443622520	335.6923624637	224.0831030290	260.9148202338	206.1433748767	562.2933532346	125.0227247492	586.5817781826	645.2429346763	15.4863634145	152.0186375877	317.7645881781	540.7557706485	132.7590504974	434.3236870845	52.7493850382	157.0211988933	132.9160958522	0	198.3829503015	157.2036312157	1153.7244938010	825.0278184189	158.8298168430	135.7694646713	302.6898910289
PWY-6608: guanosine nucleotides degradation III	302.8901415032	125.8876995947	1716.0206498070	538.4109846023	441.2563172324	1438.1710275601	317.5840580954	55.2143967381	224.1350922869	487.3369973552	809.4914765207	655.2705043086	651.0817491233	347.0429163259	403.6108427894	354.6610941340	224.2203880092	2260.9899815529	675.0569979141	262.9828559285	1454.4333887073	906.9213189359	519.1776024901	514.4099878653	707.0129648488	692.4984705410	2392.2008200134	98.8487272285	815.7017188249	103.0706679361	426.0904930628	640.5517741100	851.0150077711	4624.7516268811	1258.9298380045	574.1776560762	490.0849329413	1918.8093762398	563.4132386145	309.1757264426	1200.9140796133	352.9032385708	417.2985243768	167.0562011477	640.0391079020	144.2984755961	85.3987660319	287.1678868341	1416.9747178174	200.4372062919	466.1713678518	1834.4975442114	377.8369424376	500.8803981888	261.5662703234	676.8034102941	774.8074726922	1431.4865686290	1010.1865327900	460.2754736906	834.3208795263	1120.6677846899	428.9175026225	111.2471797919	602.3306210229	477.4969111007	491.3377255043	483.1941140811	1419.2037491100	161.2961370564	1376.3753841971	2632.6747582464	248.3829257769	775.4019482732	448.5004998736	1096.0422687004	282.1527462354	1454.2064317052	276.1295691871	4720.8009507632	269.5966379013	112.0198934061	433.1265701007	1227.8922987479	2149.9189283766	1805.3857129920	232.9189687117	503.5884019973	4755.8869891073
PWY-6609: adenine and adenosine salvage III	5272.1994892702	2889.5993340427	3113.7397007622	3150.6177730014	3679.2139314820	3949.1755324696	3064.6808255444	9845.6689684680	2680.8514688258	4191.1358029778	3094.0432771979	3129.9006215363	6251.8215819258	5925.3539853535	3634.6001891055	3019.2766678220	2958.2654849791	2433.5873942442	3022.8714641728	5662.8567892986	3844.2206662639	3483.1941499566	3566.5642638598	3127.1454701826	4478.5309546761	2422.9401498895	7145.9975507382	2328.6235896135	4925.0589917807	1667.3246478463	4213.5302230651	2968.3953483161	4414.9374605411	3104.5649337362	3460.5252790433	5452.9858768310	2146.1123500119	3505.5181445429	1379.4887112762	6099.8949534767	5491.3676800270	2801.6876486186	4327.9069981371	1542.4534517172	2778.3579607475	1667.2184141501	4258.9233084518	919.6575629391	4240.4758793520	767.9710779219	3514.6418829433	3313.1638419025	5158.0275821984	1702.3803317140	777.9635362832	3339.1396398235	2706.6699124249	2293.1602192204	4187.4564647184	1275.0489380017	4600.9142788042	2629.6248245123	3615.3550743660	1677.5244435095	2343.6384296809	4456.3265892420	1927.5595809765	3592.3417439738	2062.7050877065	3529.7251879580	4428.2784743412	3509.5719759940	3971.6649644252	3237.5327478892	2482.5140233350	6114.7068815716	867.9125903207	6135.7736033650	2299.2834105010	3323.3056022312	1293.1689431247	4243.4528821592	3688.0760186576	3530.6097294481	2168.8046353137	3880.9833197359	2919.7996928839	4073.7280489699	4626.8637701089
PWY-6612: superpathway of tetrahydrofolate biosynthesis	32.9117879186	430.8940074751	877.0010672343	375.0203240362	116.7407126545	453.2486737150	112.1985539236	51.1602222181	183.0894811557	187.7237633115	323.8759478109	93.3326868054	182.5081590744	36.6628735038	76.8690896358	95.5573379812	103.0204035373	631.8744308531	295.1627789067	128.4939381123	224.3942807686	541.9210472921	98.8469723233	344.2942923039	207.9267956603	298.1574216368	26.2068305679	35.0425359397	93.4515022578	73.8093837816	266.8010660726	73.2060743668	585.4819310559	2500.9637310929	386.7673592216	97.2412832644	186.8186682593	286.7748045928	41.9312429323	224.5716045929	618.2147359975	109.5114692867	197.1562871991	276.2783985481	147.7380684178	63.3242804455	43.8866947239	101.9934017110	404.5662053632	11.6158442997	353.2957894832	584.0310624424	112.2732510279	248.1833247212	12.7512962113	1549.6451259144	193.1008635037	648.5960073302	2.9878738502	187.7227161385	117.3195640300	0	283.8158917203	14.4472099806	513.9806957508	37.2538743226	283.3932483656	268.7414354539	660.8681825381	69.7960472815	1351.9108168060	689.1578086414	23.3669021319	363.8894063888	287.7114863150	626.9531718627	225.7487111454	543.5389591413	11.5471317216	2726.2192439237	501.1214899397	20.1830198391	142.1946987017	8.7655750293	1615.6828629931	365.7608053239	65.5322168836	0	2098.2263495998
PWY-6628: superpathway of L-phenylalanine biosynthesis	352.7071801259	529.2013032707	1735.6187729777	158.3572158512	157.5351013772	1357.6991659791	786.8973493347	106.5143800527	692.3555569469	19.2699959799	974.8532894220	802.0527011983	1840.3172319657	46.9973867671	19.0597387754	365.0473454022	397.3831584099	3179.0658715534	518.5061595490	709.0879320451	927.3984349715	293.6809832407	216.3437042672	1624.6912775668	372.8627587404	809.5368571855	37.1003571385	28.2872855526	48.0838375530	923.4125993122	873.2008637775	129.6494011356	989.8306345689	4055.6132150219	225.5480353325	268.4898502157	231.8496770832	741.7535184738	0	551.9440878272	2131.9507775164	245.9540536874	146.4848356392	109.1957808870	291.3373625466	0	80.6687076144	127.6333191564	503.4604870190	64.0978872234	148.6057948506	233.3265633620	0	125.9708195264	88.1988923218	3335.5654695966	18.7582211009	1340.2605902365	66.8599286180	725.5067295788	714.5982392761	0	209.3377917595	28.5867614015	464.7316454781	0	54.5756086407	620.5945260710	1947.0927328866	438.4922034003	1579.2468821240	1990.7082574851	66.4343108937	914.7106618458	0	347.1212539853	291.4111586818	554.1573555952	9.5368771625	4098.6619655388	307.5268745946	94.8391967690	0	38.3750697034	3262.4764617439	427.6933372665	156.1779169348	94.5309146865	3556.5000557354
PWY-6629: superpathway of L-tryptophan biosynthesis	16.6425622349	0	2307.2245555112	0	0	909.3451159846	90.4973181150	49.7400035910	353.3928224043	0	355.8524644054	16.6577950619	146.6534398149	0	0	144.5805367412	243.1933266682	1929.8536369470	591.0245391145	223.6318192075	361.5549362598	0	131.2632274162	992.2989759133	444.4310062450	326.6504477085	33.2804238582	32.9229987533	0	232.0529172337	573.1055456419	33.2034076004	1066.9998249636	5130.8149155379	88.2989085918	225.2956909306	271.8090242682	287.5249762784	0	303.5198531390	1999.2505236916	294.0613910576	127.7693941787	33.0102435557	65.8711358948	0	97.6911050814	79.7938665643	349.6620949591	80.5226362974	177.2015856658	49.6596314758	0	82.0027290116	16.5898813695	2542.6811219327	0	1676.1758080208	0	205.7073841877	146.6692273275	0	204.1586946460	0	0	0	65.8192263636	233.5968630873	1797.9243583988	257.6225746674	1624.0672621934	2143.2763721842	0	613.4291727843	0	413.3092690492	172.2577589073	33.1210415643	0	4974.2853291271	191.8815366241	48.9982695738	0	0	3612.9763573021	97.8475317735	145.2298895009	0	4044.7564208683
